Zone Type,Occupancy,Temperature,Humidity,Weekend,Day/Night,HVAC Status,Fan Status,Lighting Status,Energy Consumption
Corridor,32,20.06,44.79,No,Day,ON,ON,ON,50.17
Floor,61,33.71,76.59,No,Day,ON,ON,ON,81.83
Office,64,33.98,61.82,Yes,Day,OFF,ON,ON,54.53
Corridor,62,28.9,70.65,Yes,Night,ON,ON,ON,51.47
Corridor,87,21.83,52.94,No,Day,ON,ON,ON,62.87
Office,31,27.12,39.37,No,Day,ON,OFF,ON,57.4
Corridor,54,31.88,73.74,No,Night,ON,OFF,OFF,42.61
Office,32,24.09,69.13,No,Night,ON,ON,ON,47.7
Meeting Hall,37,33.39,67.73,No,Night,ON,OFF,ON,60.07
Floor,1,19.48,40.64,No,Day,OFF,OFF,ON,46.8
Office,80,23.22,56.08,Yes,Night,OFF,ON,ON,41.31
Corridor,9,34.88,46.13,Yes,Day,ON,ON,OFF,36.96
Office,100,27.93,60.64,No,Night,ON,OFF,ON,59.3
Corridor,100,28.04,56.62,No,Night,OFF,OFF,ON,48.3
Meeting Hall,65,22.08,38.87,Yes,Night,ON,ON,OFF,49.93
Office,75,32.58,61.19,Yes,Day,OFF,ON,ON,55.29
Meeting Hall,100,25.29,31.91,Yes,Day,OFF,ON,ON,59.44
Floor,93,31.49,33.54,Yes,Night,OFF,ON,OFF,60.94
Corridor,14,31.78,39.14,Yes,Night,ON,OFF,ON,35.92
Corridor,86,20.97,58.94,No,Day,ON,OFF,ON,61.57
Meeting Hall,81,26.53,67.97,No,Night,ON,OFF,ON,64.63
Floor,60,24.53,69.12,No,Day,ON,ON,ON,79.01
Office,30,20.63,43.83,No,Day,ON,ON,ON,54.43
Office,37,20.1,49.21,No,Day,OFF,OFF,ON,40.21
Corridor,28,18.78,41.69,No,Day,ON,ON,OFF,43.23
Meeting Hall,77,29.93,31.82,No,Day,OFF,OFF,ON,59.35
Meeting Hall,42,31.3,54.75,No,Night,OFF,OFF,OFF,44.83
Office,22,26.01,57.25,No,Day,ON,OFF,ON,47.52
Floor,24,27.59,76.75,No,Day,ON,OFF,ON,72.73
Floor,27,22.45,65.59,No,Night,ON,OFF,OFF,50.58
Office,98,30.15,76.72,No,Night,ON,ON,ON,66.93
Office,93,27.93,43.98,No,Day,ON,OFF,ON,65.06
Meeting Hall,90,33.0,66.23,No,Day,ON,ON,ON,80.53
Floor,71,30.68,59.91,Yes,Day,OFF,OFF,ON,65.46
Office,82,18.32,44.84,No,Night,ON,ON,ON,57.68
Office,0,31.77,40.56,No,Day,ON,ON,OFF,45.46
Corridor,19,18.46,44.55,Yes,Day,OFF,OFF,OFF,26.53
Office,93,31.84,78.98,No,Night,ON,OFF,ON,64.98
Office,28,34.78,31.16,No,Day,ON,OFF,OFF,48.56
Floor,7,26.17,75.24,Yes,Day,ON,ON,OFF,63.11
Meeting Hall,61,21.86,68.58,No,Night,ON,OFF,ON,55.56
Floor,13,18.16,57.18,Yes,Day,ON,ON,ON,62.24
Meeting Hall,37,20.55,72.91,No,Day,OFF,ON,OFF,47.32
Corridor,2,26.56,32.6,No,Night,ON,OFF,ON,34.08
Office,2,31.71,57.21,No,Night,ON,OFF,ON,49.34
Corridor,54,32.82,44.27,No,Day,ON,ON,ON,61.93
Meeting Hall,77,29.62,30.49,No,Day,OFF,ON,OFF,56.49
Floor,20,19.48,60.95,No,Night,ON,OFF,OFF,50.04
Floor,34,34.85,62.89,No,Day,ON,OFF,OFF,69.35
Corridor,43,30.7,59.54,No,Day,ON,ON,ON,56.22
Meeting Hall,43,25.25,49.52,No,Day,ON,OFF,ON,61.34
Corridor,42,31.83,70.21,No,Day,ON,OFF,ON,57.12
Corridor,40,28.01,47.16,Yes,Night,OFF,ON,OFF,30.56
Office,26,28.25,60.2,No,Day,OFF,ON,OFF,41.49
Corridor,91,34.51,79.8,No,Night,ON,ON,OFF,52.81
Office,27,31.62,72.29,No,Night,ON,OFF,ON,47.23
Office,4,22.46,62.21,No,Night,ON,ON,ON,45.16
Floor,42,20.98,63.71,No,Night,OFF,OFF,ON,53.94
Office,62,20.93,72.05,Yes,Night,ON,OFF,ON,46.43
Office,38,25.73,38.79,Yes,Day,OFF,OFF,ON,38.14
Floor,9,24.61,35.51,No,Day,OFF,ON,ON,56.15
Corridor,62,25.7,41.04,No,Night,ON,ON,OFF,48.69
Meeting Hall,8,19.07,67.23,No,Day,OFF,OFF,OFF,35.72
Meeting Hall,83,21.44,68.49,No,Day,OFF,OFF,ON,66.0
Meeting Hall,92,31.56,31.41,Yes,Day,ON,ON,ON,68.76
Corridor,28,30.88,33.0,No,Day,ON,ON,ON,56.79
Office,27,24.69,79.08,No,Night,ON,OFF,ON,44.31
Meeting Hall,10,24.64,54.61,No,Night,ON,ON,ON,48.23
Corridor,84,33.02,56.8,Yes,Day,ON,OFF,OFF,54.86
Office,98,21.09,60.61,No,Night,ON,ON,ON,60.71
Floor,86,24.07,78.22,No,Day,ON,OFF,ON,77.84
Meeting Hall,92,30.98,37.98,No,Night,ON,ON,ON,69.02
Office,14,27.77,61.65,No,Day,OFF,OFF,OFF,34.15
Meeting Hall,80,19.02,33.79,No,Night,OFF,ON,OFF,46.65
Meeting Hall,23,18.2,55.67,No,Day,OFF,ON,OFF,43.55
Meeting Hall,34,18.33,52.01,Yes,Day,ON,ON,ON,60.62
Office,60,29.15,43.41,No,Night,OFF,OFF,ON,45.98
Corridor,19,28.58,52.03,No,Day,OFF,ON,OFF,36.35
Office,57,18.76,64.91,Yes,Night,ON,ON,ON,43.44
Meeting Hall,62,20.24,72.05,No,Day,OFF,OFF,ON,52.07
Office,99,30.28,69.25,No,Day,ON,ON,ON,80.1
Floor,74,23.26,59.24,No,Day,OFF,ON,ON,74.38
Corridor,93,34.86,74.85,No,Day,OFF,OFF,ON,58.63
Office,59,23.31,64.69,No,Day,OFF,OFF,OFF,40.56
Floor,38,23.71,71.91,No,Night,ON,ON,ON,63.28
Corridor,19,25.13,49.91,Yes,Day,ON,OFF,OFF,35.93
Floor,85,32.07,64.92,No,Night,ON,ON,OFF,73.72
Corridor,87,27.47,33.73,Yes,Day,ON,ON,ON,58.12
Office,57,32.57,77.86,Yes,Day,ON,ON,ON,58.13
Floor,63,25.26,61.47,No,Day,ON,ON,ON,75.23
Meeting Hall,13,28.34,72.84,No,Day,OFF,ON,OFF,50.73
Floor,35,18.08,54.27,No,Night,ON,ON,ON,61.16
Corridor,12,27.78,31.54,Yes,Day,OFF,ON,OFF,30.56
Office,0,19.37,54.6,No,Day,ON,ON,OFF,42.24
Corridor,90,21.28,66.29,Yes,Day,ON,ON,OFF,54.59
Floor,12,34.96,33.27,No,Day,ON,ON,OFF,61.89
Floor,34,28.83,35.02,No,Day,ON,ON,ON,77.51
Meeting Hall,7,32.78,32.72,Yes,Day,ON,ON,ON,58.15
Office,17,18.97,35.99,No,Day,OFF,OFF,ON,34.25
Office,33,24.54,60.72,Yes,Night,ON,OFF,ON,41.34
Floor,51,32.66,73.72,No,Night,OFF,OFF,OFF,51.58
Office,69,24.98,53.55,No,Day,OFF,OFF,OFF,42.19
Meeting Hall,57,22.31,70.44,No,Day,ON,ON,OFF,63.06
Corridor,26,26.18,49.93,No,Night,OFF,OFF,ON,22.06
Office,17,26.01,72.76,No,Night,OFF,OFF,ON,32.14
Floor,56,34.84,37.88,Yes,Night,OFF,ON,ON,56.41
Corridor,8,24.03,58.7,Yes,Night,OFF,OFF,ON,23.94
Corridor,63,34.27,56.01,No,Day,OFF,ON,ON,49.37
Meeting Hall,78,33.5,35.14,No,Night,ON,ON,OFF,58.33
Floor,22,25.64,41.91,Yes,Night,ON,ON,OFF,50.52
Office,58,34.06,54.23,No,Day,OFF,OFF,OFF,47.82
Floor,66,30.39,68.59,No,Day,OFF,OFF,ON,72.84
Corridor,72,33.05,75.24,No,Day,ON,OFF,ON,65.08
Floor,21,33.16,66.78,No,Day,ON,ON,OFF,68.47
Office,49,19.45,44.65,No,Day,OFF,OFF,ON,46.39
Office,22,33.25,35.14,No,Day,ON,ON,OFF,52.42
Meeting Hall,83,26.32,56.26,Yes,Day,ON,ON,ON,74.77
Office,51,28.83,47.22,No,Day,ON,OFF,OFF,51.99
Office,6,23.11,58.17,Yes,Day,OFF,ON,OFF,36.99
Floor,16,28.97,49.9,Yes,Night,ON,ON,ON,54.49
Floor,2,18.46,48.96,No,Day,ON,ON,OFF,57.5
Corridor,6,24.31,75.6,No,Night,OFF,ON,ON,28.48
Meeting Hall,76,28.69,63.38,Yes,Night,OFF,ON,ON,55.17
Floor,40,21.35,63.49,No,Night,ON,ON,OFF,60.13
Office,22,29.43,36.69,No,Night,ON,ON,OFF,45.53
Corridor,36,32.09,49.48,Yes,Day,ON,ON,OFF,49.4
Floor,67,18.63,68.14,No,Day,OFF,ON,ON,68.35
Meeting Hall,72,28.27,58.35,No,Day,ON,OFF,ON,71.64
Meeting Hall,69,27.87,53.02,Yes,Night,ON,OFF,OFF,51.0
Corridor,63,31.3,78.64,No,Day,OFF,OFF,ON,49.93
Corridor,17,29.86,36.82,No,Day,OFF,OFF,OFF,38.91
Corridor,34,25.73,38.04,No,Night,ON,ON,ON,45.21
Corridor,22,24.03,58.16,No,Night,ON,OFF,OFF,32.88
Corridor,94,34.76,50.26,Yes,Night,ON,OFF,OFF,52.87
Office,83,26.53,54.03,No,Day,ON,ON,OFF,61.59
Office,6,24.93,57.39,Yes,Day,ON,ON,OFF,45.49
Floor,60,34.88,36.37,No,Day,ON,OFF,ON,75.25
Meeting Hall,75,21.07,43.51,No,Day,ON,ON,ON,71.81
Office,100,21.16,56.86,No,Night,ON,OFF,ON,55.23
Office,48,34.6,39.68,No,Day,OFF,OFF,ON,51.9
Office,56,29.18,71.98,Yes,Day,ON,ON,ON,59.42
Floor,67,26.84,69.17,No,Night,ON,ON,OFF,67.98
Corridor,11,19.15,58.41,No,Day,OFF,OFF,ON,31.35
Floor,14,24.05,54.75,No,Night,ON,ON,OFF,54.35
Meeting Hall,1,25.37,76.48,No,Night,OFF,OFF,OFF,34.44
Meeting Hall,46,26.69,67.62,No,Night,ON,ON,ON,63.1
Meeting Hall,74,25.42,31.91,Yes,Day,ON,OFF,ON,64.06
Meeting Hall,55,25.45,41.17,No,Day,ON,ON,ON,73.89
Office,96,34.91,33.65,No,Night,ON,OFF,ON,64.41
Office,13,34.56,79.73,No,Night,ON,ON,ON,50.38
Floor,26,19.47,51.11,No,Day,OFF,ON,OFF,50.93
Corridor,3,20.87,36.71,No,Day,ON,OFF,ON,41.1
Meeting Hall,37,34.01,47.91,No,Day,OFF,ON,ON,62.4
Floor,83,23.42,79.0,No,Night,ON,ON,ON,78.25
Office,1,28.4,37.15,No,Day,OFF,ON,ON,40.04
Office,3,31.56,47.85,Yes,Day,ON,ON,OFF,46.2
Corridor,23,26.0,43.79,No,Day,OFF,ON,OFF,35.21
Corridor,8,18.28,69.51,No,Day,ON,OFF,OFF,33.88
Corridor,18,32.08,31.28,No,Night,OFF,ON,ON,38.12
Floor,61,30.86,77.34,Yes,Day,ON,ON,ON,74.64
Office,71,18.7,73.43,No,Day,OFF,ON,ON,52.91
Office,40,33.26,48.22,No,Day,ON,OFF,ON,59.75
Corridor,91,32.57,75.06,No,Day,OFF,OFF,ON,55.15
Meeting Hall,76,22.68,51.29,No,Day,OFF,ON,ON,59.83
Corridor,71,19.36,44.6,No,Day,OFF,OFF,ON,43.94
Floor,77,24.85,50.35,No,Day,ON,OFF,ON,81.64
Corridor,49,32.87,71.25,No,Night,OFF,ON,OFF,37.08
Corridor,73,26.2,58.06,Yes,Day,ON,ON,OFF,54.02
Floor,83,22.79,40.86,No,Night,ON,ON,ON,71.73
Corridor,64,21.94,33.48,Yes,Day,ON,ON,OFF,49.83
Office,75,24.04,60.33,No,Day,ON,OFF,OFF,52.0
Meeting Hall,98,34.9,70.92,No,Day,OFF,ON,OFF,66.76
Corridor,83,32.93,72.78,No,Day,ON,ON,OFF,58.82
Floor,75,27.3,71.15,Yes,Day,ON,ON,ON,74.06
Meeting Hall,11,31.74,55.67,No,Day,ON,OFF,ON,58.51
Floor,38,23.38,48.89,Yes,Day,OFF,ON,ON,57.02
Meeting Hall,28,28.46,78.77,Yes,Day,ON,ON,OFF,53.85
Meeting Hall,57,32.84,76.12,Yes,Day,OFF,OFF,OFF,46.51
Corridor,66,24.25,67.6,No,Day,ON,ON,ON,59.73
Office,70,31.61,51.5,No,Day,OFF,ON,ON,56.19
Corridor,86,28.44,78.67,No,Night,OFF,OFF,ON,50.0
Floor,76,28.46,48.7,No,Day,ON,OFF,OFF,76.23
Floor,74,18.7,64.22,Yes,Night,ON,ON,ON,65.66
Meeting Hall,24,33.29,44.72,No,Day,OFF,OFF,OFF,46.31
Meeting Hall,83,31.19,71.78,Yes,Night,OFF,OFF,ON,54.0
Office,48,18.62,73.01,Yes,Day,ON,ON,ON,52.65
Corridor,62,28.38,55.46,Yes,Night,ON,ON,OFF,42.6
Floor,26,30.68,58.11,No,Day,OFF,OFF,ON,60.14
Meeting Hall,69,31.52,77.43,No,Day,ON,ON,OFF,69.65
Office,69,19.51,37.11,No,Day,ON,ON,ON,57.7
Floor,57,28.88,53.57,No,Day,OFF,OFF,OFF,60.73
Meeting Hall,8,21.96,56.42,No,Night,ON,ON,OFF,48.26
Floor,84,25.67,70.82,Yes,Day,ON,ON,ON,81.38
Office,81,26.95,68.89,No,Day,OFF,ON,OFF,57.56
Office,0,18.46,60.1,No,Day,ON,OFF,ON,47.72
Floor,75,23.09,37.78,No,Day,OFF,ON,OFF,64.48
Corridor,64,31.56,50.31,No,Day,OFF,OFF,ON,43.93
Floor,91,32.32,34.56,No,Day,OFF,OFF,ON,71.25
Meeting Hall,23,23.61,37.52,Yes,Day,OFF,ON,OFF,43.66
Corridor,18,25.51,41.33,No,Day,ON,OFF,ON,47.88
Meeting Hall,13,32.13,46.68,No,Day,ON,OFF,ON,61.21
Floor,13,21.41,52.01,Yes,Day,ON,ON,ON,57.73
Corridor,89,30.43,66.03,No,Day,ON,ON,OFF,64.44
Meeting Hall,79,24.92,31.16,No,Day,ON,ON,ON,72.44
Floor,87,34.78,73.6,Yes,Day,ON,ON,ON,86.58
Floor,31,28.23,79.6,No,Night,ON,ON,ON,69.06
Corridor,5,20.52,78.21,No,Night,ON,ON,ON,45.1
Floor,93,20.92,51.25,No,Night,OFF,ON,OFF,60.16
Office,22,18.46,49.97,Yes,Day,OFF,ON,OFF,32.54
Meeting Hall,18,30.15,56.12,Yes,Night,ON,ON,OFF,41.95
Meeting Hall,88,25.54,63.23,No,Day,ON,ON,ON,78.48
Floor,88,18.19,43.88,No,Day,ON,ON,ON,80.32
Floor,1,19.72,62.75,No,Day,ON,ON,ON,61.73
Office,73,22.92,45.46,Yes,Night,OFF,OFF,OFF,29.5
Corridor,40,25.21,63.03,Yes,Night,OFF,ON,ON,33.81
Floor,52,33.95,62.63,Yes,Day,ON,OFF,ON,76.71
Floor,26,27.2,30.04,No,Day,ON,ON,OFF,71.4
Floor,7,33.2,73.56,No,Day,ON,OFF,ON,66.75
Floor,42,22.26,39.63,No,Night,ON,ON,OFF,55.69
Meeting Hall,32,23.65,79.64,No,Night,OFF,OFF,OFF,40.24
Floor,42,32.97,57.5,No,Day,ON,ON,OFF,70.71
Meeting Hall,82,26.35,49.33,No,Day,OFF,OFF,ON,62.87
Floor,29,28.03,34.59,Yes,Day,ON,ON,ON,70.19
Corridor,33,27.76,64.05,No,Night,ON,ON,ON,45.51
Office,77,28.97,47.99,No,Night,ON,ON,ON,60.59
Corridor,99,28.01,78.15,Yes,Day,ON,OFF,ON,54.96
Floor,19,29.8,72.86,Yes,Day,OFF,OFF,ON,57.01
Floor,86,20.5,36.22,No,Night,OFF,ON,ON,60.98
Floor,61,30.08,52.88,No,Day,OFF,OFF,ON,63.64
Corridor,78,20.56,52.21,No,Night,ON,OFF,ON,49.49
Floor,1,23.79,65.44,Yes,Day,OFF,ON,OFF,44.88
Corridor,87,32.13,43.65,No,Night,ON,OFF,OFF,49.07
Meeting Hall,87,28.33,71.81,No,Night,ON,ON,OFF,62.74
Office,94,34.44,77.07,No,Day,ON,ON,ON,74.59
Office,79,22.29,57.62,No,Night,ON,OFF,ON,53.89
Corridor,67,33.65,76.36,Yes,Day,OFF,ON,ON,55.59
Meeting Hall,97,28.91,46.27,Yes,Night,OFF,OFF,OFF,53.29
Corridor,78,24.28,45.87,Yes,Night,ON,OFF,ON,48.96
Meeting Hall,82,31.38,66.17,No,Day,ON,OFF,OFF,67.76
Floor,18,34.23,52.22,No,Day,ON,ON,ON,68.82
Meeting Hall,34,31.25,43.81,No,Day,ON,ON,ON,65.32
Meeting Hall,19,18.11,45.48,No,Night,ON,ON,OFF,39.89
Meeting Hall,40,18.17,71.62,No,Night,OFF,OFF,OFF,31.71
Office,28,20.14,62.35,No,Day,ON,ON,ON,55.69
Meeting Hall,14,32.46,69.57,No,Night,OFF,ON,ON,46.45
Floor,83,30.75,50.64,No,Day,ON,ON,ON,86.47
Floor,31,28.88,76.94,Yes,Day,ON,ON,ON,71.96
Floor,12,29.81,74.54,No,Day,ON,ON,OFF,64.35
Meeting Hall,6,28.54,31.79,Yes,Day,OFF,ON,OFF,36.05
Corridor,53,23.91,48.25,Yes,Day,ON,ON,ON,52.05
Corridor,15,30.25,33.7,No,Day,ON,OFF,OFF,36.23
Floor,9,33.9,41.89,No,Day,OFF,OFF,ON,54.33
Office,55,30.74,76.28,Yes,Night,ON,OFF,ON,57.5
Corridor,65,32.74,74.8,Yes,Day,OFF,ON,ON,50.79
Meeting Hall,37,22.03,32.8,No,Day,ON,OFF,ON,61.71
Corridor,52,23.94,31.79,Yes,Day,OFF,OFF,OFF,29.01
Floor,81,26.63,62.29,No,Night,ON,OFF,ON,74.19
Office,33,26.02,41.79,Yes,Night,ON,ON,ON,44.21
Corridor,84,25.92,30.11,Yes,Night,ON,OFF,ON,48.35
Corridor,84,28.89,71.65,No,Night,ON,ON,OFF,50.74
Floor,0,32.54,49.21,No,Day,OFF,ON,OFF,54.99
Office,78,33.08,50.86,Yes,Day,OFF,ON,OFF,50.36
Office,73,20.56,35.46,No,Night,ON,OFF,ON,53.51
Floor,58,19.53,53.76,Yes,Night,ON,ON,ON,64.08
Meeting Hall,98,23.29,68.81,Yes,Day,ON,ON,ON,78.53
Corridor,24,30.53,44.98,No,Night,OFF,OFF,ON,34.0
Meeting Hall,31,31.49,71.39,No,Night,ON,ON,ON,61.19
Corridor,30,24.52,62.51,No,Night,ON,ON,ON,48.0
Corridor,73,23.28,50.76,No,Night,OFF,ON,ON,51.39
Meeting Hall,2,20.22,55.23,No,Day,ON,ON,OFF,47.85
Floor,85,22.05,35.59,No,Day,ON,ON,ON,76.39
Floor,65,19.71,74.69,Yes,Day,ON,ON,OFF,65.91
Corridor,86,23.17,74.69,Yes,Day,OFF,OFF,ON,45.15
Floor,40,29.49,49.12,No,Night,ON,OFF,ON,68.51
Corridor,61,20.19,62.95,No,Day,OFF,ON,ON,48.28
Floor,52,23.46,68.23,No,Day,ON,ON,OFF,67.87
Corridor,87,26.99,71.29,No,Day,ON,ON,ON,65.33
Floor,95,23.56,66.23,No,Night,OFF,ON,ON,67.85
Office,32,25.47,55.06,Yes,Day,ON,ON,ON,49.3
Meeting Hall,90,26.45,64.89,No,Day,ON,ON,ON,68.01
Office,12,31.18,77.37,No,Day,ON,ON,ON,58.98
Meeting Hall,100,32.33,53.57,No,Day,ON,ON,ON,78.96
Meeting Hall,38,21.27,34.09,Yes,Night,OFF,ON,ON,48.45
Corridor,28,24.28,70.43,No,Night,ON,OFF,ON,45.46
Meeting Hall,24,27.78,66.06,No,Day,OFF,OFF,ON,46.14
Office,18,26.49,44.85,No,Night,ON,OFF,ON,40.94
Office,64,19.37,59.41,No,Day,OFF,OFF,ON,46.91
Floor,98,23.86,33.64,No,Night,OFF,ON,ON,70.42
Office,15,21.87,53.95,No,Day,ON,OFF,OFF,40.34
Floor,71,25.09,49.95,No,Night,ON,ON,ON,67.71
Meeting Hall,70,23.75,42.54,Yes,Day,ON,OFF,ON,67.74
Office,84,29.82,37.69,No,Day,ON,OFF,ON,70.4
Meeting Hall,74,24.82,47.19,No,Day,OFF,ON,ON,57.84
Office,89,22.11,76.81,No,Day,OFF,ON,OFF,52.35
Office,59,28.53,55.68,Yes,Night,ON,ON,OFF,40.88
Floor,78,30.36,40.06,No,Day,OFF,ON,OFF,68.91
Meeting Hall,56,19.84,71.77,Yes,Day,ON,OFF,ON,64.34
Office,44,22.27,43.47,Yes,Night,ON,OFF,OFF,38.38
Corridor,51,21.55,70.14,No,Day,ON,ON,ON,55.17
Meeting Hall,5,21.42,30.83,Yes,Night,ON,ON,ON,43.32
Meeting Hall,59,33.33,76.17,Yes,Day,ON,ON,OFF,69.06
Meeting Hall,36,20.14,56.73,No,Day,ON,OFF,ON,60.7
Floor,53,32.81,68.16,Yes,Night,ON,OFF,ON,64.25
Corridor,3,24.7,45.71,No,Day,OFF,ON,OFF,32.91
Meeting Hall,82,28.89,72.3,Yes,Day,OFF,OFF,ON,58.18
Office,46,25.5,64.58,No,Night,ON,OFF,ON,47.65
Office,84,28.18,32.36,No,Day,ON,ON,ON,73.08
Floor,36,27.38,32.03,No,Night,ON,OFF,ON,61.32
Office,81,25.36,48.05,Yes,Night,OFF,ON,OFF,40.02
Meeting Hall,41,22.68,32.59,Yes,Day,OFF,ON,OFF,47.16
Office,47,33.82,32.17,Yes,Night,OFF,ON,ON,45.09
Meeting Hall,99,33.57,48.88,No,Day,ON,OFF,ON,78.37
Office,60,19.21,41.54,No,Day,ON,ON,OFF,50.89
Corridor,61,21.8,47.54,Yes,Night,ON,OFF,ON,42.14
Floor,54,27.76,50.18,Yes,Night,ON,OFF,ON,62.41
Floor,36,34.67,34.28,Yes,Night,ON,OFF,OFF,54.9
Corridor,14,30.37,60.3,No,Night,OFF,OFF,ON,33.39
Corridor,58,31.91,47.39,No,Day,ON,ON,OFF,54.81
Floor,62,23.34,68.04,No,Day,ON,ON,OFF,68.93
Corridor,65,21.72,79.56,No,Day,OFF,ON,ON,47.22
Meeting Hall,41,21.84,49.08,No,Day,ON,ON,ON,66.16
Office,30,26.22,67.1,Yes,Day,OFF,OFF,ON,44.0
Floor,5,32.59,44.76,No,Night,ON,OFF,OFF,53.21
Corridor,18,21.68,70.56,No,Day,ON,ON,ON,49.35
Meeting Hall,37,27.7,64.15,No,Night,ON,OFF,ON,56.36
Floor,78,31.75,42.46,No,Night,OFF,OFF,OFF,51.19
Corridor,32,26.51,53.03,No,Day,ON,OFF,ON,48.85
Floor,89,25.09,70.31,No,Day,ON,ON,OFF,81.33
Corridor,52,23.89,65.47,No,Day,ON,OFF,ON,55.41
Floor,29,28.21,31.58,No,Day,OFF,ON,ON,60.25
Meeting Hall,74,31.9,30.08,No,Night,ON,ON,ON,67.89
Meeting Hall,64,34.93,67.69,Yes,Day,OFF,ON,ON,59.85
Office,13,32.78,52.68,No,Night,OFF,ON,OFF,35.13
Floor,9,25.7,55.57,No,Night,OFF,ON,OFF,46.86
Office,16,19.35,78.23,No,Day,OFF,ON,ON,43.27
Floor,74,20.05,36.61,No,Night,ON,OFF,ON,65.24
Corridor,14,18.5,31.61,No,Day,ON,OFF,ON,42.88
Corridor,75,24.17,39.45,Yes,Day,ON,OFF,ON,50.91
Office,2,26.19,65.63,No,Day,ON,ON,OFF,48.1
Floor,21,31.95,39.11,Yes,Day,OFF,OFF,ON,58.63
Office,55,19.46,56.43,No,Day,ON,OFF,ON,56.45
Meeting Hall,58,21.88,72.78,No,Night,OFF,ON,ON,51.12
Office,25,26.68,72.02,Yes,Day,OFF,OFF,OFF,26.84
Office,49,32.45,40.51,Yes,Day,ON,OFF,ON,53.82
Corridor,86,19.49,74.86,No,Day,ON,ON,ON,66.95
Office,79,22.14,79.69,No,Day,ON,OFF,ON,62.07
Floor,60,27.25,78.7,Yes,Day,ON,OFF,ON,70.33
Corridor,54,23.51,74.56,No,Day,ON,OFF,OFF,45.09
Office,63,34.87,33.16,No,Day,ON,OFF,ON,66.22
Meeting Hall,2,25.69,61.36,Yes,Day,ON,OFF,ON,50.99
Office,29,33.49,52.0,No,Day,OFF,OFF,ON,49.46
Office,57,34.0,43.96,No,Night,ON,OFF,ON,48.05
Office,12,22.41,45.78,No,Day,ON,OFF,ON,48.91
Corridor,71,23.55,77.15,No,Night,OFF,OFF,ON,37.72
Floor,23,23.51,77.6,Yes,Day,ON,OFF,OFF,57.32
Meeting Hall,68,25.42,35.06,Yes,Day,ON,ON,ON,65.23
Office,6,19.07,40.18,Yes,Day,OFF,OFF,OFF,22.9
Floor,50,31.73,75.9,No,Day,OFF,ON,OFF,65.1
Floor,53,20.22,60.7,No,Day,OFF,ON,OFF,57.14
Corridor,50,33.19,65.31,No,Night,ON,ON,ON,52.17
Meeting Hall,26,27.8,47.38,No,Day,ON,ON,OFF,56.78
Corridor,11,26.19,42.07,No,Night,ON,ON,OFF,36.91
Floor,40,29.23,52.27,No,Day,OFF,OFF,ON,60.5
Floor,88,33.86,47.04,No,Day,ON,OFF,OFF,75.74
Floor,32,23.04,77.23,Yes,Day,ON,ON,ON,64.89
Corridor,78,22.59,38.25,Yes,Day,OFF,OFF,ON,47.24
Meeting Hall,30,24.29,79.59,No,Night,OFF,OFF,OFF,35.29
Office,10,26.28,75.32,No,Night,OFF,ON,ON,41.47
Corridor,35,19.29,58.56,No,Night,ON,ON,OFF,41.73
Floor,5,29.56,47.12,No,Day,ON,ON,OFF,66.49
Corridor,44,26.86,66.18,Yes,Day,OFF,OFF,ON,36.98
Floor,59,27.18,54.03,No,Night,ON,ON,ON,71.05
Office,89,22.24,48.75,No,Day,ON,OFF,OFF,56.29
Office,71,32.29,46.63,No,Night,ON,ON,ON,61.67
Meeting Hall,36,24.77,34.01,No,Day,OFF,ON,ON,52.94
Floor,100,29.09,51.73,No,Night,ON,ON,ON,79.13
Meeting Hall,29,22.08,42.39,No,Night,OFF,ON,ON,43.98
Meeting Hall,37,31.88,30.97,No,Night,ON,OFF,ON,54.32
Office,15,23.1,41.67,No,Day,ON,ON,ON,50.18
Corridor,78,33.67,41.74,No,Day,OFF,ON,ON,58.71
Corridor,37,25.73,45.11,Yes,Day,ON,ON,ON,51.35
Meeting Hall,52,20.47,77.27,Yes,Night,OFF,OFF,ON,35.04
Office,7,28.39,74.98,Yes,Night,ON,OFF,ON,42.72
Floor,98,27.46,31.6,Yes,Day,ON,OFF,OFF,73.55
Corridor,8,25.16,41.91,No,Day,OFF,OFF,OFF,27.01
Meeting Hall,20,31.94,52.11,No,Day,OFF,ON,ON,56.18
Corridor,40,25.16,43.89,Yes,Night,OFF,ON,OFF,24.75
Corridor,68,20.32,49.76,Yes,Day,ON,ON,ON,52.45
Floor,18,18.49,71.53,Yes,Day,ON,ON,ON,62.63
Office,79,33.17,58.46,No,Day,OFF,ON,ON,57.33
Floor,17,25.93,50.97,No,Day,ON,OFF,OFF,63.24
Office,75,27.57,54.29,No,Night,OFF,OFF,ON,43.2
Corridor,79,19.95,43.74,No,Day,ON,ON,ON,63.25
Meeting Hall,4,26.32,40.5,Yes,Day,OFF,ON,ON,37.64
Floor,66,27.07,40.62,No,Day,OFF,OFF,OFF,59.11
Office,70,25.91,69.93,Yes,Day,ON,OFF,ON,61.42
Corridor,31,34.22,39.67,No,Day,OFF,ON,OFF,38.09
Office,94,27.71,75.56,No,Day,ON,ON,ON,70.89
Office,77,34.56,52.47,No,Day,ON,OFF,OFF,57.58
Office,87,20.61,56.67,No,Day,ON,OFF,ON,61.94
Corridor,47,33.54,60.55,No,Night,ON,ON,ON,53.85
Meeting Hall,32,27.4,45.31,Yes,Night,ON,ON,OFF,44.52
